,context,question,answerA,answerB,answerC,correct
8035,Jesse received many different stories in the contest and Jesse published every story.,What does Jesse need to do before this?,publish new stories,Write books,Have a contest,C
8036,Austin met Sasha and they went on a date with each other to the movies.,How would you describe Austin?,boring,typical,rude,B
8037,Addison read a new book about fighter pilots and decided they wanted to become a fighter pilot too.,What will Addison want to do next?,read another book,read the book,learn how to fly a plane,C
8038,"After inquiring with Kai about their friend, Aubrey saw Kai's friend.",Why did Aubrey do this?,lose a potential partner,lose more friends,make more friends,C
8039,Aubrey gave their resignation and was getting ready to retire.,How would Aubrey feel afterwards?,Glad they get to work,Good to retire,someone who devoted a lot of time to her work,B
8040,"Lee was nervous about Jesse's decision, so Jesse put Lee's mind at ease by telling him what he wanted to hear.",How would you describe Jesse?,like they were hiding the truth,a caring person,like they told a white lie,B
8041,Austin got full at dinner because the food was so delicious.,How did Austin feel?,satisified,eat food,go to the restaurant,A
8042,Robin saw a broadway show when she went to New York city.,What does Robin need to do before this?,go to the city,watch TV,stay at home,A
8043,Lee made enough money to not sweat the occasional unexpected expense.,How would Lee feel about this?,financially secure,financially unstable,unhappy with their pay,A
8044,"Robin left her paperwork outside and when she remembered it, she saw the wind had scattered it.",How would Robin feel afterwards?,dumb about leaving it outside,happy that she left it outside,satisfied that she left it outside,A
8045,Jan extended their business plans far and had goals for the company.,How would you describe Jan?,Someone to asked for a plan,like they want the best for their company,Someone who has a plan,B
8046,Skylar made their own costume for Halloween and it was the best of all their friends.,How would Skylar feel afterwards?,like they had a bad costume,like the scariest monster,a hard worker,C
8047,"Azula set a difficult task for Jan, but she performed the task well.",What will Jan want to do next?,try an even harder task,complain about the task,ignore the task,A
8048,Riley gave Taylor a show after she took her longtime boyfriend.,What will happen to Riley?,be humiliated,'ll be happy for them,be jealous,C
8049,Lee sent their dog away to the boarding kennel while on vacation.,What will happen to Others?,be lonely,be happy,have a trip without his dog,C
8050,Jordan liked to listen to music and play instruments. They played the flute in high school.,What does Jordan need to do before this?,have a teacher,get a flute,find a band to play with,B
8051,Alex was told Kai did not want anything even though Kai was hungry for some food.,What will Kai want to do next?,feed Kai,say what they wanted,give Kai some food,B
8052,Alex got scared on the way home because Alex got flunked in the math course and had to retake it.,What does Alex need to do before this?,did not do homework,improve their grades,study harder this time,A
8053,Remy offered to teach Bailey free of charge for the lessons.,How would Bailey feel as a result?,totally alone,worthless and uncared for,part of the team,C
8054,Jesse quit cold turkey without any program helping him.,Why did Jesse do this?,do worse,keep smoking,get healthy,C
8055,Kai wished they could have some pets. Kai coveted their neighbor's pets.,How would Kai feel afterwards?,calm,complacent,jealous,C
8056,Kendall asked them if they wanted to go to a party with them.,What will Others want to do next?,go to school,go to the party,call some friends,B
8057,Jesse faced every fear.,What will Others want to do next?,jessie faced poor,faced every fear,jessie faced a mad,B
8058,Tracy found trash in the street so she picked it up and threw it out.,How would you describe Tracy?,dirty,environmentally friendly,rude,B
8059,Alex told Kai he did not want trouble when Kai was getting mad at him being around.,What will Kai want to do next?,tell Alex that they are happy with them,get in a fight with Alex,annoy Kai,B
8060,A new employee just came in to learn the job today.,What will the man want to do next?,show the new employee the ropes,thank Quinn for being introverted,get to know Quinn,A
8061,Bailey saw a bug in the window and screamed for someone to come and kill it.,How would you describe Bailey?,confident,courageous,fearful,C
8062,Sasha voted with their feet as they had been born without hands.,How would you describe Sasha?,very awkward,a capable person,not able to vote properly,B
8063,Austin sent the boy to school so that they could learn more things.,How would Austin feel afterwards?,mean,hurtful,like a good parent,C
8064,Jordan took their toddler to school and the others were appreciative.,What will Others want to do next?,The others will thank him next,The others will express anger next,help the kids,A
8065,Jan left Riley's keys for them on the coffee table chair.,Why did Jan do this?,needed to locate the coffee table,be giving,be hateful,B
8066,Jan had a lot of pain from hiking to the top of the highest mountain.,How would you describe Jan?,lazy,ugh,tired after making it to the top,C
8067,Carson came towards Sasha because they had something to say.,Why did Carson do this?,sit with Sasha,address an issue with Sasha,deliver a message from their parent,B
8068,"Kai bound Bailey with rope and intricate, heavy knots.",How would Bailey feel as a result?,trapped and panicked with no way out,like Bailey has a kinky side,they were stuck,A
8069,Carson performed the task with Lee because Lee had never done it before and wanted some assistance.,How would Carson feel afterwards?,careless,friendly,helpful,C
8070,"The others were not understanding what was being said, so Taylor used paper to explain.",What will Others want to do next?,Look at the paper,Ignore Taylor's drawing,Rip up the paper,A
8071,Aubrey bought Casey a pair of shoes at the store on the way home.,What will Aubrey want to do next?,sell them,choose the shoes,give them to her,C
8072,"Robin ruffled Sydney's feathers, but found out that everything was Robin's fault.",How would Robin feel afterwards?,happy,mad,apologetic,C
8073,Sydney and Kai were best friends. Sydney wanted Kai to stay over at her house.,What will happen to Sydney?,ask her parents,go to Kai's,stay over,A
8074,Riley was Casey's English teacher in high school. Riley gave Casey a report that they wrote.,What will Casey want to do next?,help Casey understand how to write reports,see the grade,put the paper away,B
8075,Taylor drove their friends home that night and had fun on the computer with friends.,How would Others feel as a result?,detached,passive,joy,C
8076,Robin gave the homeless man a one dollar bill as she walked by him on her way to work.,How would Robin feel afterwards?,generous,tired,inconvenienced,A
8077,Remy sold Carson's old car at a good price so he didn't have to himself.,What will happen to Remy?,not have a car anymore,be given another job from Carson,get a good money from the car,C
8078,Lee saw the train coming straight for them and quickly began panicking.,What made Lee want to do this?,was afraid the train would hit them,calm lee down,was excited to die by train collision,A
8079,Bailey lost the watch that her late grandfather gave to her. She never found the watch.,How would you describe Bailey as a person?,a loving person,a forgetful person,a fun person,B
8080,Ash loved playing soccer and he won many matches as team captain.,Before did this what did Ash have to do?,need the hate of his teammates,play more soccer,needed to practice a lot,C
8081,Sasha ran into some trouble and stole Lee's money out of their wallet.,What does Sasha need to do before this?,needed money,steal Lee's wallet,wasn't thinking clearly,A
8082,Kai was a substitute teacher. Their job was miserable every day.,What will happen to Kai?,may try to become a real teacher,find a better job,may quit his job as a substitute teacher,C
8083,Jan got her fingers stuck in the gate playing around. Bailey came over and pulled Jan's fingers out.,What will happen to Jan?,be rewarded by their teacher,have to go to the doctor,cry out with joy,C
8084,Robin cleared Kai's mind when she was very stressed out.,What will Kai want to do next?,be mad,be angry,try to calm,C
8085,Sasha threw the fish back because it was too small to keep.,How would you describe Sasha?,a careless person,disappointed in his fishing trip,a good fisherman,C
8086,"With Aubrey running through his mind all day, Remy decided to buy flowers and ask Aubrey on a date.",How does Remy react to having Aubrey on his mind?,in love,decided to buy a date,decided to buy flowers,C
8087,Carson got a new game for their birthday. They learned how to play the game.,How would you describe Carson?,silly,excited,smart,B
8088,Lee met Carson in person yesterday to go to the cafe for some yummy coffee.,Why did Lee do this?,drink coffee,loved,bored,A
8089,Addison got Skylar's money back from the store after the product broke.,What will happen to Skylar?,be mad at Addison,have money,give skylar the money,B
8090,Aubrey saw the attack from Austin coming and was able to repel it back.,What will Austin want to do next?,watch everyone's actions,retreat from Austin,understand Austin's motives,A
8091,Kendall told Sydney's mom about the stranger he saw lurking around their house.,Why did Kendall do this?,scare Sydney and Sydney's mom,calls the police,make them aware of the situation,C
8092,Alex got a sleeve tattoo but because it was so big he had to schedule a second appointment.,What will Alex want to do next?,request that the tattoo artist adjust the tattoo size,discuss with the tattoo artist ways to make it smaller,go to the next appointment,C
8093,Jesse got in on the act after overhearing a conspiracy to rob a liquor store.,What will Jesse want to do next?,disguise identities,get a lot of money,also rob the store,A
8094,Lee eliminated every insect from his vast collection.,What will Lee want to do next?,forget about insects,demolish another,Make another,A
8095,"After an inquiry about something related to work, Aubrey gave Tracy knowledge.",What will Aubrey want to do next?,get advice from Tracy,continue helping Tracy,work,C
8096,Jordan found Jan's slick backpack underneath her bed late at night.,What will Jan want to do next?,yell at Jordan for looking through her stuff,again,say thank you,C
8097,Lee expressed appreciation for Sydney after Sydney helped them on a project.,How would Sydney feel as a result?,hurtful,proud,mean,B
8098,Jordan raised Taylor's question again this time in school.,What will Jordan want to do next?,be wrong,be ashamed,be right,C
8099,Jordan took her daughter to see the trapeze artists at the circus.,What will happen to Jordan's daughter?,refuse to go to the circus,have an exciting time,fall asleep from boredom,B
8100,Quinn worked as a cashier for his first job to get some experience.,What does Quinn need to do before this?,needed to apply for the job,build up a solid resume,needed to get rich,A
8101,Kendall was in danger of losing their job over a disagreement. Kendall tried hard to keep their job.,What needed to happen before this?,be promoted that month,insult one of their coworkers,tried hard to keep their job,B
8102,Aubrey wanted to make a good impression with Sasha. Aubrey took Sasha's mom to lunch.,What will happen to Aubrey?,start to like Aubrey,have food,become friends with Aubrey,B
8103,Alex was lying behind Cameron. They were hiding from their girlfriend.,How would you describe Alex?,a timid person,afraid,likes to make new friends,B
8104,Kendall drove fast after noticing that the police were close behind.,Why did Kendall do this?,go faster,challenge the police to a high speed chase,avoid facing legal consequences for a crime,C
8105,Sasha saved her mother's belongings for when she returned from the hospital.,How would Sasha feel afterwards?,Someone who cares about their mother,angry next,responsible afterwards,A
8106,Aubrey got Bailey's tree during Christmas because it was along her way shopping for her own tree.,What will Aubrey want to do next?,put up the tree,give the tree to Bailey,decorate the tree,C
8107,"Sasha stormed out of Casey's office, yelling, and resigned from the job.",Why did Sasha do this?,hire a new person for the job,had insulted Sasha,run after casey,A
8108,Quinn overheard her boss speaking in a very seductive way to their secretary but Quinn let on their did not hear anything and decided to stick their head in the sand.,Why did Quinn do this?,lose her job,keep her boss happy,make her boss mad,B
8109,"Taylor hated the idea of living alone, so Taylor kept Jan around.",How will this make Taylor feel?,glad to have Jan around,more lonely,upset to have Jan around,A
8110,Sydney designed buildings to make for a retirement community in the country.,Why did Sydney do this?,abuse elderly people,build the project,be a good citizen,C
8111,Casey broke Cameron's kiss with their cheek because she was repulsed by him.,What will Casey want to do next?,leave the situation,kiss Cameron again,make out with Cameron,A
8112,Riley dipped Austin's head in the pool since he was so warm from being in the sun.,What will happen to Austin?,enjoy the cold water,get annoyed,be thanked by Austin,A
8113,Sydney changed Remy's policy about how to handle the money in the company.,How would Remy feel as a result?,enlightened about their job,passive now,strong now,A
8114,"After his dog got hit and killed by a car, Jesse always looked sad.",How would Jesse feel afterwards?,missing his dog,relieved,distraught,A
8115,Remy was unconscious when Lee showed up. Lee restored Remy's health by giving him CPR.,How would you describe Lee?,homeless,helpful,weak,B
8116,Taylor spoke the truth well and got some claps for the speech.,How would Taylor feel afterwards?,loved now,bored now,running for office,A
8117,Addison cut Addison loose by getting some drinks for the party.,Why did Addison do this?,be social,be at a party,tipsy,A
8118,Remy thought it was worth the wait. But he was wrong about the job after all.,What will Remy want to do next?,keep pursuing the same job,give up on it looking for a job,reconsider his options,C
8119,"Aubrey was creeping around the haunted house looking for someone to scare, when she saw her friends and grabbed them from behind.",How would Aubrey feel afterwards?,felt excited by the atmosphere,cried at her friends reaction,felt uncomfortable with the atmosphere,A
8120,Aubrey wouldn't listen to what they were saying and placed the whole group at risk.,How would you describe Aubrey?,a good friend,unyielding,a selfish person,C
8121,Bailey persuaded her friend to go on a date with her crush.,How would Bailey feel afterwards?,jealous a bit,upset at her friend,upset at her crush,A
8122,jordan needed to go to a wedding so he bought a new suit.,What does Jordan need to do before this?,smell good,look good,get invited to a wedding,C
8123,Lee met a guy and she wanted her friends to meet him.,What will Others want to do next?,introduce her friends to the guy,ask him questions,take the fellow to see her friends,B
8124,"Taylor put down the ingredients and took inventory, but was missing the flour.",How would Taylor feel afterwards?,upset,prepared,satisfied,A
8125,Robin went to a party with their friend.,How would Robin feel afterwards?,alone,social,sad,B
8126,Taylor took Carson's turn in the race after Carson forfeited.,What will happen to Carson?,lose the race,attempt the race again,win the race,A
8127,The class was loud and obnoxious all day. Bailey gave detention to the entire class.,What will the class want to do next?,be quiet and listen to Bailey,find a way out of detention,wanted to teach the class manners,B
8128,"Carson forgot to bring the book but Carson was under a lot of stress, so Aubrey gave Carson a break.",Why did Aubrey do this?,go home and get the book,show Carson understanding,apologize about the book,B
8129,Jan threw a glance at the teacher to see that the teacher was not watching them during the test.,What will Jan want to do next?,cheat on the test,talk to a classmate,talk to the teacher,A
8130,Addison screamed with delight upon finding out she got accepted to her dream College.,How would you describe Addison?,has worked hard to receive this honor,like partying,felt very unhappy to get the denial from her dream College,A
8131,Riley was going to a picnic with a lot of friends.,Why did Riley do this?,be with friends,go to the airport,get lost,A
8132,Alex's mother had disappeared.  Alex investigated every possibility of what might have happened to her.,How would Alex feel about it afterwards?,relaxed and relieved about it,it turned out very well,he left no stone unturned,C
8133,Remy was feeling generous and decided to give Ash this opportunity.,Why did Remy do this?,make Ash fail,help Ash succeed,do his best,B
8134,Ash got a beautifully wrapped gift from their boyfriend so she opened the gift quickly as she was keen to see what was inside but inside was an ugly scarf.,How would Ash feel afterwards?,Disappointed,doesn't want to offend her boyfriend,Happy,A
8135,Jesse was riding his bike without knee pads. Jesse scraped his knees.,What will Jesse want to do next?,hit a bump in the road,wear some knee pads next time,throw the bike in the trash,B
8136,Tracy quickly rushed to school having woken up late that morning.,How would Tracy feel afterwards?,like breaking their old clock,a lazy person,rushed and late,C
8137,Taylor needed to recruit someone as a spy. Taylor fixed upon Bailey.,Why did Taylor do this?,find someone large and clumsy,have someone to do the necessary work,make sure they want to be a spy,B
8138,Kai helped someone's brother in their math class.,Why did Kai do this?,sabotage the brother's homework,good in math,get given a reward,B
8139,casey worked hard day and night and finally found a solution.,How would you describe Casey?,smart now,a hard worker,lazy,B
8140,Kai was shopping one day and saw the others going to a movie.,What will Others want to do next?,cancel the movie,needed to go to the store,say hello to her,C
8141,sasha wanted to get exercise so she played basketball on saturday.,What will Others want to do next?,be free on a Saturday,sabotage sasha,play basketball with sasha,C
8142,Riley has a craving for pizza and decides to take her friends out to eat at a restaurant.,What type of restaurant does Riley take her friends to?,Indian,A pizza place,call her friends and ask them to go with her,B
8143,Addison gave Riley the authority to do the schedule at work.,What does Addison need to do before this?,be able to do the schedule,trusts Riley,a good decelerator,B
8144,Alex entered a bodybuilding competition.  Alex slowly worked out the deep chest muscles and biceps muscles.,Why did Alex do this?,win the bodybuilding competition,work out his back muscles,work out his leg muscles,A
8145,Aubrey took private lessons and became the best piano player in the class.,How would you describe Aubrey?,a hardworking student,a bad student,a careless student,A
8146,Sydney received some medicine for the cold she gave Riley so she gave her some medicine.,Why did Sydney do this?,know Riley was sick,offer to easy Riley's symptoms,ordered some medicine,B
8147,Robin expressed their sense of pleasure to her boyfriend Bob.,Why did Robin do this?,be hurtful,let Bob know she was happy,be rude,B
8148,"Aubrey did not want to go to bed, she wanted to stay up late and watch the movie that was coming on.",What will Aubrey want to do next in the situation?,get her parents to agree,run the plan by her parents,get popcorn,C
8149,Kai hired an assistant to help them with all of their daily chores.,How would Others feel as a result?,ready,bored,depressed,A
8150,Sydney did not share her ice cream cone with all of her friends that were with her.,How would Others feel as a result?,an ice cream lover,mad and upset,happy and friendly,B
8151,sydney took kai out for lunch and they got into a heated argument about something unimportant.,What will happen to Sydney?,try to keep it going,regret the situation,storm out of the restaurant,B
8152,Quinn is working really hard to study for her next test so she won't fail.,How would you describe Quinn?,likely to goof off,lazy,studious,C
8153,Cameron stayed up all night drinking and watching movies with friends even though they had to be at work early the next day.,How would Cameron feel afterwards?,frustrated with themselves,lazy,pleased with themselves,A
8154,Bailey took her sister's car to the shop when it was broken.,How would her sister feel as a result?,mad,Thankful,angry,B
8155,Addison moved to Hawaii after she was offered a new job.,What does Addison need to do before this?,pack her belongings,quit her new job,buy warm clothes,A
8156,Sasha took the bus to Vegas to go gambling.,How would Sasha feel afterwards?,depressed,Addicted to gambling,anticipatory,C
8157,Jordan tried on a new dress and went to the prom.,Why did Jordan do this?,hurt others,look nice,slow dance with her date,B
8158,Kai told her jokes. They wanted to make them laugh.,What will Kai want to do next?,cry with them,share sad stories,laugh at them,C
8159,Robin is kai's best friend. Kai was going through a tough time with his parents and robin helped him to clear his mind.,How would you describe Robin?,a bad friend,not there for their friend,a great friend,C
8160,Ash gave worry to problems about the growing problem of not getting enough to eat.,What will Ash want to do next?,let her mom know that she needed more to eat,smart,tell her mom that she needed more money for lunch because she was hungry,A
8161,Sydney shooed the bobcat away fast from her backyard to make sure her dog was safe.,What will Sydney want to do next?,shoot the bobcat,see the bobcat,take the dog inside,C
8162,Cameron moved Riley's things out of the apartment to leave.,How would Riley feel as a result?,gone,glad,hurt,C
8163,Skylar worked day and night then he threw a surprise party.,What will Skylar want to do next?,leave the mess alone,enjoy the party,tell everyone bye,B
8164,Sasha raised Austin's voice using the mixer so that the crowd could hear Austin better.,Why did Sasha do this?,allow the crowd to take in the speech,monitor the mixer to make sure Austin's voice sounds better,make sure Austin was too quiet,A
8165,Jesse went to the fair with their friends and rode a roller coaster.,What does Jesse need to do before this?,see the sights at the fair,get into the fair,go on other rides,B
8166,Ash paid dividends to the investors in the company.,How would you describe Ash?,As someone who thinks about a job,responsible,richer,B
8167,Addison gave Aubrey some bad news that morning. Addison ruined Aubrey's whole day.,Why did Addison do this?,wanted to be rude,wanted to be honest,wanted to make her suffer,B
8168,Robin helped her father get a big sale. Her father got promoted.,What will Robin want to do next?,support their father,drift apart from their father,forget about the reputation,A
8169,Jordan left his keys to his car in the house. Jordan told Tracy to get the keys.,How would Jordan feel afterwards?,lazy,sad,be grateful that Tracy got the keys,C
8170,Kendall's boss Addison put Kendall's creative solution to the problem with the team project into action.,What might happen to Kendall as a result?,criticized for her lack of follow through,demoted for not working hard enough,she receives a bonus due to her hard work and competency,C
8171,Jesse told Ash she was coming to help move the shelves at the volunteer booth yesterday but didn't show up.,How would you describe Jesse?,right on time every time,not a dependable person,good at showing up promptly,B
8172,Addison visited the pet store as it was about to close in half an hour.,What will Addison want to do next?,hurry up browsing,get dressed to go out,leave their house,A
8173,Carson doesn't like Bailey. Carson changed Bailey's name on an important form so they wouldn't get paid on time.,How would you describe Carson?,angry,mean-spirited,depressed,B
8174,"Sasha hiked , fished and camped all her adult life.",Why did Sasha do this?,do nothing,stay home,fishing and camping,C
8175,Addison bound the books together and threw them in the back of her backpack.,What will happen to Addison?,stay with them,do nothing,be angry,B
8176,Jan decided she wanted some company so she allow Austin access to come over.,How would Austin feel as a result?,hated by Jan,despised by Jan,accepted by Jan,C
8177,Jesse went in Sasha's room last night to play video games with them.,What will Sasha want to do next?,get some sleep,eat with their family,go home for dinner,A
8178,Quinn stuck her head in the sand at the beach to make her brother laugh.,What will Quinn want to do next?,start crying,hit her brother,brush off the sand,C
8179,Bailey prevented the chair from turning because her son kept playing in playing in it.,What will Bailey want to do next?,try it out,have a child,own furniture,A
8180,"In the play about a humble servant, Carson shone their shoes.",What does Carson need to do before this?,polish the shoe strings,practice shining shoes,polish their toenails,B
8181,"Sydney had been driving over the speed limit, so Carson wrote Sydney a ticket.",How would Carson feel afterwards?,glad for making others safe,dutiful,ashamed of doing their job,B
8182,Lee pushed his way through the crowd so he could get to the front with his friends.,What will Others want to do after?,push through the crowd,start screaming,fall to the floor,B
8183,Carson bought a bike for their son and the bike lasted a few years.,How would you describe Carson?,feeling smart,feeling conflicted,feeling bored,A
8184,Sasha become frustrated with her situation and asserted her liberties.,What will Sasha want to do next?,no longer be treated badly by other people,avoid drawing attention,make herself known,A
8185,Jesse shared Jordan's love by getting some good coffee and good pizza.,What will happen to Jesse?,proud,lazy,bored,A
8186,Jesse lost every penny to pay for her friends' bail out of prison.,What will happen to Others?,jesse will be angry,ask for a lower bail amount,jesse will be disappointed,B
8187,Taylor hurt Lee's feelings after chewing him out in front of all his friends.,How would Lee feel as a result?,tired and exhausted,angry that happened,embarrassed his friends saw,B
8188,"Ash's car broke down. but he had no money, so Casey got Ash's car fixed.",Why did Casey do this?,pay Casey back for getting the car fixed,thank Casey for getting the car fixed,be helpful,C
8189,Carson said that they would be ready for the baseball game that night.,How would you describe Carson?,friendly,boring,sad,A
8190,Tracy had a very specific routine before she got ready for work.,How would you describe Tracy?,organized,irresponsible,"Average, it was the same routine as always",A
8191,Robin took the math test and ended up passing it with flying colors.,What will Robin want to do next?,go home,celebrate the grade,tell everyone about their grade,B
8192,Skylar read the paper out loud and all the children listened to the story.,Why did Skylar do this?,wanted to be selfish,wanted to impart wisdom,open newspaper,B
8193,Robin gave their niece money in the mail for their birthday.,Why did Robin do this?,buy an envelope,celebrate their birthday,buy a stamp,B
8194,Jan bought eggs last week so they could have a good breakfast.,What does Jan need to do before this?,be asked for breakfast,raise chickens for eggs,want a good breakfast,C
8195,Cameron had been away for a long time. Ash welcomed Cameron back home.,How would you describe Ash?,home,back,a caring person,C
8196,"Looking to see that everyone was ok, Lee followed in Jordan's wake.",What will Lee want to do next?,alright,be indifferent to others,wanted to be responsible,C
8197,"Casey saw her doll in Addison's room, so Casey took the doll back and ran home.",What will happen to Casey?,find out about the theft,soon discover the theft,angry,C
8198,cameron ran into a kitten and gave him some treats.,What does Cameron need to do before this?,wanted to provide for them,find the kitten,ignore the kitten,B
8199,Robin had extra money and then Robin bought a concert ticket.,What will Robin want to do next?,go to the concert,Stay at home,Get a receipt,A
8200,Casey kept the talk to a minimum. She was in a hurry and had to drive home quickly.,What will Casey want to do next?,start driving quickly,get in her car,ask people more questions,B
8201,Skylar had been ignoring Alex all week but finally told Alex how she felt.,What will happen to Skylar?,ignore Alex,start talking to Alex,call Alex's mom,B
8202,Aubrey wanted to prove her love to Jesse so she made Jesse promises.,What does Aubrey need to do before this?,take a run to prepare,take a nap to prepare,be committed to the relationship,C
8203,Casey used her looks to get a guy fired from their job for something she did.,How would you describe Casey?,proud for getting out of her mistake,guilty for getting a guy fired,selfish,B
8204,Jordan failed Kendall's test because Jordan did not study or try hard enough.,What will Jordan want to do next?,fix mistakes,read the material so that he was prepared for the exam,study before the exam so that he did well,A
8205,Addison drew a photo of Sasha and gave it to him for a present.,What will happen to Sasha?,go to a new town,become glad,retire from life,B
8206,Carson was very angry with Kai and told her to go away. Kai left him alone.,How would Carson feel as a result?,sad Kai left,happy Kai stayed away,angry that Kai left,B
8207,Casey hired Aubrey who was an attorney with very high reputation and years of experience to represent their case.,What will Casey want to do next?,win the case,win the lotto,talk to the defendant,A
8208,Lee twisted Sasha's ankle in their wrestling match and caused her to lose.,How would Sasha feel as a result?,powerful and direct,like a winner,a lot of pain,C
8209,"While competing in a streaming marathon for charity, Skylar played games all day.",What will Skylar want to do next?,Relax,Play more games,Go to bed,C
8210,"Alex's parents spoiled him and never disciplined him. At preschool he tried to govern every person, including the aides and teachers.",Why did Alex do this?,had been sick for weeks,didn't like the other kids at preschool,was spoiled by his parents,C
8211,Sydney gave Riley hope by giving some lessons on how to solve math fast.,How would you describe Sydney?,feeling indifferent,feeling strong,feeling bored,B
8212,Austin was Robin's new baby and they gave Robin a reason to succeed.,What does Austin need to do before this?,Get married,Be loved,reach the stars,B
8213,Skylar afforded Tracy an opportunity to go to the mall that day.,Why did Skylar do this?,take Tracy shopping,loved,go to the mall with Tracy,C
8214,Tracy asked Lee to give thanks when they got something new from someone.,What will Tracy want to do next?,show their appreciation to someone,show their gratitude to someone,thank Lee,A
8215,Scarlett was applying to nursing school and asked Lee for a recommendation letter.,What did Scarlett need to do before this?,submit a full application,finish the nursing prerequisites,be serious considered,B
8216,"Taylor was chatting online and got asked him out so Taylor agreed, so taylor got ready for the date then headed out the door to the restaurant to meet up.",What does Taylor need to do before this?,wanted to go on a date,wanted to go to a restaurant,get to know people on the site,C
8217,Sydney thanked God for Sasha's assistance which really saved her in the nick of time.,What will Sasha want to do next?,know Sasha,ignored,be humble,C
8218,"Kai broke up with Sydney months ago, but Sydney stilled loved Kai.",What will happen to Sydney?,bad about dumping Sydney,be depressed,be impressed,B
8219,Addison made Austin act silly when she tickled his tummy.,What will happen to Austin?,laugh,pee his pants,cry in pain,A
8220,Jordan needed help with their homework. Riley helped Jordan with it.,How would Jordan feel as a result?,thanks toward Riley,upset,concern they wouldn't finish,A
8221,Aubrey educated their children against racism after growing up in a racist house themself.,What will happen to Aubrey?,become bitter and angry,learn how to love others,began to heal childhood wounds,C
8222,Addison put Jesse on the end of the line behind Riley.,How would you describe Addison as a person?,being rude and unfair,thinking about the best fit,hateful toward Jesse,B
8223,Ash met a new friend on the first day of work.,What will happen to Ash?,make plans,isolated,be unfriendly,A
8224,sydney wanted to be nice so she made a bracelet for her friend.,What will happen to Others?,resent sydney,hate sydney,thank sydney,C
8225,"After finding out that Bailey was in the hospital due to a car accident, Skylar went yesterday to check on Bailey.",What will Bailey want to do next?,let Skylar know that they really appreciate the visit,thank Skylar for the gift they brought,better,A
8226,Kai let Robin sleep because she was up late and didn't feel well.,How would you describe Kai?,very nice,very tired,very rude,A
8227,Riley invited Aubrey over to Addison's house because they needed a ride.,What will happen to Riley?,get a ride from Aubrey,introduce themselves to Addison,taken advantage of,A
8228,Taylor saw what Jan did and told them what a good job they were doing.,What will Jan want to do next?,appreciate the complement,think why Taylor would say that,encourage Jan at work,A
8229,Addison gave Alex assurance that Alex was a good person because Kendall loved Alex.,Why did Addison do this?,hug addison,make Alex think they did not care for them,show her love for Alex in a finite way,C
8230,Remy invited Aubrey's friend to the party but she did not invite Aubrey.,How would Aubrey feel as a result?,mean and discerning,left out,invited and happy,B
8231,Kendall was a fitness guru and after Casey came to see them Kendall gave Casey a workout regime and changed Casey's diet to help Casey achieve their goal.,How would Kendall feel afterwards?,ignorant,insignificant,knowledgeable,C
8232,Quinn could not afford the trip because Quinn had wasted their money.,How would you describe Quinn?,someone who spends carelessly,someone who takes a while when shopping,someone who plans ahead,A
8233,Sasha bought the supplies and threw them in the garage.,What will Sasha want to do next?,go away,leave,check everything,C
8234,Cameron gave the class their instructions despite their lack of focus.,What will Cameron want to do next?,remind them to study,don't remind them to study,skip the test,A
8235,Quinn followed Lee's father's car all the way home and had a nice dinner inside.,What will Quinn want to do next?,loved,be invited to dinner,make plans with Lee's family,C
8236,Lee was always good with children. It was such a surprise that Lee only had one child.,How would you describe Lee?,a mean person,a private person,a unhappy person,B
8237,carson felt lonely and sad lately so he invited tracy to lunch.,How would Tracy feel as a result?,grateful,upset,angry,A
8238,alex wanted to win the fight so he landed a strong punch in the fighter's face.,What will happen to Others?,knock the fighter down,root for the other fighter to win,encourage alex,C
8239,Quinn pissed like a racehorse after they drank a lot of beer.,How would you describe Quinn?,like they no longer need to go to the restroom,a drunk,a sober person,B
8240,Jan followed Addison home to see if Addison was cheating on them and it turned out they were.,How would Jan feel afterwards?,angry,admired,loved,A
8241,"Since he was a child, Kendall wanted to ride a horse. He finally got the chance at the beach but he found that it was uncomfortable and not enjoyable.",How would Kendall feel after riding a horse?,sore from hiding the horse,very simple,very agile,A
8242,robin played in the mud so she got dirty in the park.,What does Robin need to do before this?,go to the spa,go and take a bath,go to the park,C
8243,Jesse put the turkey in the fridge after he ate what he wanted.,How would Jesse feel afterwards?,appreciative Jesse put the rest of the turkey away,full,thankful Jesse put the rest of the turkey away,B
8244,Jordan was in class and said something to their classmate.,What will their classmate want to do next?,be liked,ignore Jordan,listen to Jordan,C
8245,Carson announced to everyone the speech which put everyone on the spot and made them feel ashamed.,What will happen to others?,proud,embarrassed,get yelled at,B
8246,Sydney went to the ice skating rink and saw other people they knew.,How would you describe Sydney?,at a rink,excited,popular,C
8247,Skylar gave the driver a speeding ticket after catching him going 20 miles over the limit.,What does Skylar need to do before this?,get back in the car,catch the speeder,be a school teacher,B
8248,They closed the bar down and cleaned up after the crazy people had fights.,How would you describe Kendall?,relieved that the night was over,A patient person,annoyed with stupid people,A
8249,"Ash loved the beach, her family went every year for their family vacation.",What will Ash do at the beach?,"Spend time alone, away from her family",plan for the trip,Swim in the ocean,C
8250,Addison made a grilled cheese sandwich for herself because it was cheap.,How would Addison feel afterwards?,satisfied,broke student,thrifty cook,C
8251,"After studying for hours, Skylar finally got her history study guide down.",What will Skylar want to do next?,go party all night,sleep,make sure she had her history study guide,B
