,context,question,answerA,answerB,answerC,correct
1869,"Taylor recebeu uma foto que mostrava o namorado a traí-la, ela olhou mais de perto para o ecrã e confirmou os seus medos.",Como é que a Taylor se sentiria depois?,ferido,orgulhoso,Com o coração partido e desconfiado,C
1870,"O Austin recusou a promoção, por isso o chefe teve de encontrar outro candidato.",Como é que a Bailey se sentiria depois?,excitado,- Apresurado.,assustado,B
1871,"Depois de fazerem alguma coisa, o Robin perguntou ao Jesse se queriam alguma coisa para comer.",Porque é que a Robin fez isto?,Para que o Jesse não tivesse fome.,Responde se ele quiser comida.,Fome,A
1872,O Quinn levou-os de carro da escola porque era uma longa caminhada.,Como se sentiriam?,irritado com isso,Cuidado,É triste que não possam ir a pé para casa.,B
1873,O Austin teve óculos pela primeira vez depois de anos de dores de cabeça.,Como é que o Austin se sentiria depois?,um procrastinador,Como se ele pudesse finalmente ver,Como um paria,B
1874,"A Skylar é amante da Quinn, mas é muito ciumenta.",O que vai acontecer ao Quinn?,estar sozinho,Casar com a Skylar.,Obter uma ordem de restrição,B
1875,A Aubrey tinha a palavra e a atenção de todos.,Como descreveria o Aubrey?,nervoso com a atenção,Com medo de estragar tudo.,um orador eficaz,C
1876,"Depois de horas de pesquisa em livros e artigos, Jordan finalmente encontrou a resposta.",O que é que a Jordan precisa de fazer antes?,Vai dormir.,Procure nos livros,Vai comer sushi.,B
1877,O vendedor disse à Skylar que não tinham cachorros-quentes e compraram um hambúrguer.,O que é que a Skylar precisa de fazer antes disto?,Maldiça a sorte dela.,ter dinheiro,Come o hambúrguer.,B
1878,O Carson e a Quinn estavam a beijar-se em casa dele depois de um encontro.,Porque fez o Carson isto?,Estava muito atraída pela Quinn.,Certifique-se que os pais dele não estão em casa.,vazio,A
1879,"Com seu grande elogio e canção memorável em homenagem ao pai, Jan tocou todos os cordões do coração da congregação.",Porque é que o Jan fez isto?,Fizeste isto para cantar uma canção,Fizeste isto para bater na congregação,Fizeram isto para lembrar a família deles.,C
1880,Kendall comprou para si um novo colar para usar.,Como Kendall se sentiria depois?,empolgada para mostrá-lo,culpado,Desiludido,A
1881,O Carson precisava de ir à loja e pediu ao Ash para vir.,O que é que o Carson vai querer fazer a seguir?,Preciso de perguntar ao Ash o que ele precisa.,Um bom amigo.,Ajudar o Carson na loja .,A
1882,Kai era alcoólatra e Ash o convenceu a mudar seus caminhos.,Como o Kai sentiria como resultado?,gratidão pela ajuda,bom sobre si e Kai,triste com isso,A
1883,Sasha enviou as informações para Jesse após recebê-las de seus chefes.,O que é necessário para que Sasha possa fazer antes disso?,leia as informações,Atenção à doença antes deste,receber as informações antes deste,C
1884,O Addison disse ao Austin que ele o ia bater e o Austin voltou para o Addison.,Porque é que o Austin fez isto?,O Austin não sabia como reagir.,Olhe para Austin .,O Austin achou engraçado o que a Addison disse .,A
1885,O Kai voltou para minha casa depois de ir trabalhar antes do pequeno almoço esta manhã.,O que acontecerá aos Outros?,Vai nadar.,Pede uma pizza.,Pergunte sobre a corrida dela.,C
1886,A Skylar entrou no acampamento da Tracy e tentou levar coisas.,O que é que a Tracy precisa de fazer antes disto?,precisava de ser astuto.,precisava de estar dormindo fundo.,Fuga da masmorra,A
1887,A minha pátria colocou a tartaruga em terra para que pudesse caminhar.,Como descreveria a Remy?,bom de si,Compassivo para com os animais,como ela ajudou a tartaruga,B
1888,Bailey atraiu a atenção da mídia ao oferecer uma história quando a sua casa foi invadida.,O que vai querer fazer a Bailey a seguir?,Certificar-se que as pessoas sabem que podem ser a próxima vítima,"A seguir, sensibilizar",chamar a atenção para o aumento da taxa de roubos em casas,C
1889,O Lee estava a fazer muitas perguntas ao Casey e estava a ficar irritado.,O que vai querer fazer o Casey a seguir?,- Obter informações do Casey .,afasta-te do Lee.,Mantive as respostas do Casey,B
1890,Bailey imediatamente comprou o jantar na pizzaria local com algum dinheiro.,Como é que a Bailey se sentiria depois?,Amado,Alguém que gosta de pizza.,Aborrecido.,B
1891,Foi pedido a Bailey para se juntar a uma força-tarefa exclusiva de combate ao crime.,Como é que a Bailey se sentiria depois?,como de costume,responsável,impotente,B
1892,Remy devolveu o olhar de Alex com um olhar de apaixonamento.,Como Alex se sentiria?,apaixonados,Borboletas no estômago,Perder a esperança no amor,B
1893,A Sasha fez uma pergunta ao Carson porque queria entender porque ele não queria ir com ela.,O que é que o Carson vai querer fazer a seguir?,Ignora o Sasha.,Explique para Sasha .,Sair e ir embora.,B
1894,A Robin arranjou um quarto de hotel quando estava fora da cidade.,Porque é que a Robin fez isto?,Relaxa .,condução,Conduzir até ao hotel .,A
1895,A Casey fez lucro vendendo as camisas e decidiu abrir um site.,O que vai querer fazer o Casey a seguir?,Projetar o website,Vai às compras.,Lave a camisa.,A
1896,"Para conseguir o dinheiro necessário para pagar suas outras contas, Carson vendeu seus carros a preços mais baixos do que os recomendados.",Porque fez o Carson isto?,Arranja dinheiro o mais rápido possível.,Esconde provas de um veículo roubado,Livra-te de um velho veículo lixo.,A
1897,O Caleb estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que Caleb precisava de fazer antes disso?,Dá a carta ao Caleb.,Ter concluído os pré-requisitos de enfermagem,Escreva a carta.,B
1898,"Casey estava sempre a fazer o encantamento errado no livro, então eles pediram à Bailey para aceitar a derrota.",O que vai querer fazer a Bailey a seguir?,Leia o livro.,Destruir o espelho para que o espírito possa ser livre,Feche o espelho corretamente para que o espírito não possa escapar.,C
1899,Um homem gentil parou para ajudar Ash a tirar o carro de um banheiro de neve.,Como é que o Ash se sentiria depois?,Agradecido ao homem,Agradecido à mulher,Ainda bem que ela ajudou alguém .,A
1900,"A Aubrey torceu o tornozelo, mas superou a dor só para visitar a mãe no hospital.",Como descreveria o Aubrey?,Cuida da família.,Só se preocupa com si mesma.,odeia a mãe.,A
1901,"A Sydney tinha um segredo, por isso disse algo à mãe da Jan.",O que vai acontecer com a Sydney?,- Não .,ser ignorado,ser grato,C
1902,"O Austin queria que a Kendall e a Teresa lutassem, por isso, o Austin mandou a Kendall e a Teresa para a guerra.",O que é que o Austin vai querer fazer a seguir?,Mal por causa da briga da Kendall e da Teresa.,Vamos aproveitar a desgraça da Kendall e da Teresa.,Tente fazer com que a Kendall e a Teresa sejam amigas.,B
1903,A Riley nadou com os amigos o dia todo na casa do lago durante as férias de primavera.,O que vão querer fazer a seguir?,toma banho e relaxa,Come o jantar.,Salta para o lago.,A
1904,Riley participou do casamento de melhor amigo que foi realizado na Europa.,Como descreveria Riley?,um convidado de casamento,Happy,Excitado,C
1905,"Sasha foi ver um show, mas o Casey não conseguiu bilhetes a tempo, por isso o Casey conheceu a Sasha depois do show.",O que é que o Sasha vai querer fazer a seguir?,Não contar ao Casey sobre o programa.,Leva o Casey para fora para uma bebida.,Ignora o Casey e vai beber uma bebida.,B
1906,"Aubrey estava com medo do novo cão, mas Kendall colocou as mãos de Aubrey sobre o cão.",Como você descreveria Kendall?,aterrorizado,Média,irritada,B
1907,"Casey foi à garagem dele numa manhã fria e entrou no carro deles. Depois de tentar ligar o carro, ele parou. Casey tentou ligar o carro uma segunda vez.",Como descreveria o Casey?,mau,triste,persistente,C
1908,A Sasha estava no centro comercial e viu a mãe da Riley.,Como é que a Riley se sentiria?,Amigável,Sasha viu a mãe .,simpático com os outros,B
1909,Addison inclinou-se para Kai e contou-lhe o segredo.,O que é que a Addison precisa de fazer antes disto?,Vai para a escola antes disto.,Candidate-se a emprego antes deste,Estar com Kai antes disto .,C
1910,A Riley serviu outra porção da torta aos outros depois do jantar.,Como se sentiriam os Outros?,Um cozinheiro esperto.,um cozinheiro profissional,grato como resultado,C
1911,Remy conheceu todos os vizinhos de Riley antes de se deslocar com ela.,Por que a Remy fez isso?,Informe- as sobre as colheitas do dia de lixo,Ver quem ele estava morando lá,Evite todos os outros,B
1912,Jesse fez um trabalho melhor do que todos os colegas mais velhos.,O que acontecerá aos Outros?,inspirados,Tente despedir o Jesse .,- Não. - Não.,A
1913,A Casey sentiu-se tão mal que até trouxe tristeza ao mundo.,Como é que o Casey se sentiria depois?,Muito triste.,Muito exagerado .,Estático para a vida,A
1914,"Sasha tocava piano, mas seu irmão Tasha era um pianista extremamente talentoso prestes a assinar um contrato de gravação.",O que é que o Sasha vai querer fazer a seguir?,Atacar a irmã nas redes sociais,tentaram ferir as mãos da irmã deles,encorajar a irmã deles,C
1915,O Kai verificou o correio e descobriu que tinham alguns pacotes.,Como descreveria o Kai?,Surpreendido e curioso.,Muito zangado.,interessados no correio deles,C
1916,A Tracy reparou na Cameron no parque e decidiu esgueirar-se atrás dela.,Como se sentiria Cameron?,surpreendido,feliz,triste,A
1917,Jordan tinha uma conversa com ele sobre o grande incidente no shopping.,Como os outros se sentiriam como resultado?,triste,satisfeito,aliviado,C
1918,O Remy mudou-se para o lado do Lee e ele queria ser amigo dele.,O que é que o Lee vai querer fazer a seguir?,Vai ao lado e apresenta-te .,Convida o Remy para jogar.,Bem-vindo Remy ao bairro.,A
1919,Riley estava vendo um filme com a Jordânia. Riley sentava-se ao lado,O que acontecerá com Riley?,assistir o filme,án,escuta à Jordânia,A
1920,A Aubrey mandou mensagens aos amigos depois de sair da escola.,Porque é que o Aubrey fez isto?,Ignora todos os amigos dela.,organizar a lista de contatos no telefone,sair com amigos,C
1921,Kai era um homem normal que vivia numa cidade e tinha um cão chamado Sasha.,O que é que o Kai precisa de fazer antes disto?,Não tenho cão.,ser normal,Arranja um cão.,B
1922,"Remy sempre quis montar um cavalo, mas tinha medo de montar.",Porque é que o Remy fez isto?,Tornar-se melhor a montar cavalos .,Continuem a montar no cavalo deles.,Queria ser corajoso.,C
1923,"O Cameron foi ao carnaval com o amigo, mas quando saiu, percebeu que os tinha deixado para trás.",O que é que a Cameron vai querer fazer a seguir?,Ligue para o amigo e encontre-se.,Sente-se no chão e chore por isso.,Abandonar o seu amigo e esquecer o que existe,A
1924,Aubrey deu instruções para Addison sobre como agir na peça.,Porque é que o Aubrey fez isto?,Tornar a peça má.,Acerto que a peça correu bem.,Fazer com que o addison falhe.,B
1925,"A Sydney não estava de bom humor, por isso fez a Tracy contar-lhe o que ela sabia.",O que vai acontecer com a Sydney?,Ignora a Sydney.,Faz com que a Tracy lhe dê as respostas que ela quer.,Deixa a Sydney em paz .,B
1926,O Casey finalmente montou um camelo e acabou por quebrar-lhe a coluna.,Como é que o Casey se sentiria depois?,obeso morboso,Goiás,sobrepeso,B
1927,Sasha construiu uma cerca para manter seus vizinhos fora de seus negócios.,Como descreveria Sasha?,satisfeito com o seu trabalho duro,< < < < < < < < < ,conteúdo com a privacidade,B
1928,Kendall forneceu à Jordan a interface sobre como fazer o programa para o projeto.,O que é que a Kendall vai querer fazer a seguir?,inteligente,conflitantes,passivo,A
1929,A Sydney apresenta uma visão geral ao Bailey sobre o que eles têm feito no trabalho.,O que vai querer fazer a Bailey a seguir?,ser útil,ver o que eles devem fazer para o trabalho,falar sobre o que devem fazer no trabalho,C
1930,"Precisando de saber sobre a ameaça, a Riley leu os pensamentos do Casey.",Como é que a Riley se sentiria depois?,preocupados com a ameaça à sua cidade natal,Como se a privacidade dela tivesse sido invadida.,Como ler a mente dos outros.,A
1931,Ash foi para a praia e sentou-se na praia.,Por que Ash fez isso?,Mudar para o seu fato de banho,Visite a praia,Arrume seu equipamento de praia,B
1932,"A Sasha pediu à mãe do Lee para ajudar, apesar de o Lee ter pedido para não o fazerem.",Como se sentiria Lee?,traído.,feliz,subtil,A
1933,Taylor disse a Alex o que estava acontecendo sobre os problemas com o projeto e pediu conselhos para resolvê-los.,O que é que a Taylor vai querer fazer a seguir?,Começar de novo no projeto,Tente resolver os problemas,rejeitar as ideias de Alex,B
1934,O Remy teve uma boa nota no teste de matemática que fez na semana passada.,Como é que o Remy se sentiria depois?,Ficaria orgulhoso.,Trabalhando muito duro,Gosta de trabalhar duro.,A
1935,"Jan recusou-se a beber nada além de refrigerante e Jan Addison sabia que isso era insalubre, por isso ela fez Jan beber água.",O que vai o Jan querer fazer a seguir?,Espalha o chá .,monitorizar a bebida,Morde o Addison.,C
1936,A Tracy não deixava a Casey vir porque era muito nova para isso.,O que vai querer fazer o Casey a seguir?,Agir muito mal .,planejar uma viagem,Descobre a idade do Casey.,A
1937,Sydney respondeu antes de pensar bem na resposta e imediatamente se arrependeu do que disseram aos outros.,Como se sentiriam os Outros?,Agradecido,desanimado,excitado,B
1938,Jordan deu remédio a Quinn porque ela estava muito doente.,O que vai acontecer com Quinn?,ficar louco,melhor,ficar com raiva,B
1939,Kai saiu do quarto e foi fazer o café da manhã para os outros.,O que os outros vão querer fazer a seguir?,Os outros vão ficar irritados a seguir.,sair em seguida,comer o próximo,C
1940,"Carson estava preocupado com a Cameron, por isso, colocou cobertores no ombro dela.",Como descreveria o Carson?,Como eles protegeram a Cameron.,como um carinho,Como ajudaram a Cameron.,B
1941,A Bailey pediu desculpa ao chefe depois de ter sido gritada.,O que acontecerá aos Outros?,Ficar zangado com a Bailey.,ser promovido,Deixem o emprego,A
1942,Sasha percebeu o erro de Cameron enquanto ele fazia a apresentação na frente da turma.,O que vai acontecer com a Cameron?,ser elogiado,ser elogiado,Envergonhado com o seu erro.,C
1943,Robin tinha visto seu parceiro Alex atuar em uma peça e adorou.,O que vai acontecer ao Robin?,Ele vai agradecer ao Robin .,"Depois, comemoram com o parceiro.",Ele vai apreciar o Robin .,B
1944,"A Aubrey ia de autocarro para o trabalho todos os dias, mas queria um carro que funcionasse mais do que qualquer coisa.",O que é que o Aubrey vai querer fazer a seguir?,Começar a implorar dinheiro às pessoas,Começar a olhar para carros online,poupar dinheiro para comprar um carro,C
1945,"A Aubrey estava confusa sobre o assunto, por isso fez com que a Sydney explicasse.",O que é que a Sydney vai querer fazer a seguir?,Ignora o Aubrey.,Explica ao Aubrey o negócio.,Afasta-te do Aubrey.,B
1946,A Taylor gostava muito de como a Sasha falava. Ela ia segui-la pela sala de aula só para ouvir a sua voz.,Como Taylor se sentiria depois?,Odiado por Sasha,Apaixonado por Sasha,Ciúmes de Sasha,B
1947,"Ontem à noite, o Kai foi à casa da Jan, e o Kai irritou-a muito, por tentar obter informações dele sobre o seu novo projeto de trabalho.",O que é que o Kai precisa de fazer antes disto?,Afasta-te deles .,Foge deles.,Pergunta sobre o trabalho do Jan. Novo projeto.,C
1948,A Jordan deu uma nova à Jan porque é o aniversário dela e ela precisa dela.,Como descreveria o Jordan?,sentir-se confuso,sentir-se passivo,Sentindo-se bem,C
1949,O Carson queria um novo computador depois do último começar a desligar-se aleatoriamente.,Como descreveria o Carson?,Alguém que não se contenta com pessoas instáveis.,desanimado,Alguém que queira tecnologia confiável.,C
1950,Addison colocou em ação o trabalho de Kendall ao soltar a PSR.,Como descreveria Addison?,alguém que tem um desprezo para a PSR,alguém que valoriza o trabalho de Kendall,feliz que alguém estivesse tomando ação,A
1951,A Sydney colocou roupas velhas e gastas no depósito do quintal.,Como é que a Sydney se sentiria depois?,Sentia vergonha.,sentimento de realização por terminar a tarefa,Uma sensação de raiva devido a ter que jogar fora o velho,B
1952,"A Bailey era muito hábil em basquete, por isso o Ash sugeriu que a Bailey jogasse basquete.",Porque é que o Ash fez isto?,Reconheci que a Bailey odiava-o.,Era um bom amigo.,O Bailey queria perder.,B
1953,Kendall levou o irmão para a escola e deu-lhe um beijo quando ele saiu do carro.,Como se sentiriam os Outros?,generoso,Mostrem o amor deles também,Rejeita o beijo.,B
1954,"Carson gastou muito dinheiro a comprar um presente de aniversário para Taylor, e quando o abriram, Carson viu a expressão de repulsa de Taylor.",Como é que o Carson se sentiria depois?,Desiludido.,como crédulo,como ingênuo,A
1955,"Há muito tempo, a Addison apoiou a família da Cameron, enquanto passavam por um momento difícil.",O que é que a Cameron vai querer fazer a seguir?,Faça a coisa certa.,Concentre-se na família da Cameron.,oferecer apoio à família de Addison,C
1956,Riley jogou tênis no dia ensolarado no parque.,Porque é que a Riley fez isto?,Ela odiava tênis.,Diverte-te,- Não é bom para mim.,B
1957,Jan pesou os prós e contras de cada emprego antes de se candidatar ao novo.,Como se sentiria Jan depois de ver os empregos?,entusiasmado com a nova oportunidade,Não há opções suficientes para o trabalho,Há muitos contras para pesar.,A
1958,Jordan viu um novo filme e gostou muito e riu também.,Como você descreveria a Jordânia?,rude,triste,humorístico,C
1959,Carson foi até a loja e pegou alguns itens que estavam lá.,O que Carson precisa fazer antes disso?,Ir para uma nova terra,Encontre uma peça de xadrez,ir a uma loja,C
1960,O Carson teve um ataque cardíaco e decidiu viver um momento de cada vez.,Porque fez o Carson isto?,valorizam a vida que tinham,parar de passar tempo com os outros,Fazer as escolhas certas,A
1961,Kai escreveu uma carta para o amigo deles e pediu-lhes para sair.,O que é que o Kai precisa de fazer antes disto?,Encontre papel.,Compre sabão.,Queria sair com eles.,A
1962,Jan colocou o vestido bem em si e fez-se parecer bem.,O que vai o Jan querer fazer a seguir?,comprar um vestido,- Parecem-se bem .,Colocou o vestido bem em si .,B
1963,"Kendall, depois de seis meses sem conseguir um emprego, foi finalmente contratada.",Como se sentiria Kendall depois de ser contratada?,- Está chateada por não ter sido contratada.,"Irada e desapontada, não encontrou emprego.",Aliviada por ter sido finalmente contratada.,C
1964,Carson é responsável pela viagem escolar e fez um plano.,O que acontecerá com os outros?,Rejeitar a ideia,fazer perguntas,ir na viagem,C
1965,O Casey estava muito chateado por ter falhado no exame final da faculdade.,Como descreveria o Carson?,não simpático,Como se os músculos dela estivessem menos tensos.,tranquilizador,C
1966,"O Austin falou com o Casey, apesar de já não serem um casal.",Porque é que o Austin fez isto?,Evite qualquer comunicação com o Casey.,Continuar amigos com o Casey apesar da separação.,Tornam o Casey triste e já não falam.,B
1967,"Jan não toma café da manhã todas as manhãs, apesar de as pessoas lhe dizerem que é mau.",Porque é que o Jan fez isto?,Continuem a ignorar o pequeno-almoço .,Perder peso para as férias.,comer mais saudável,B
1968,A filha da Taylor veio visitá-la e deu um grande abraço.,Como é que a Taylor se sentiria depois?,uma pessoa atenciosa,Como se ela a tivesse perdido .,uma pessoa afetuosa,C
1969,O Carson estava triste com a separação e disse ao Kai que não podia sair naquele dia.,Como se sentiria Carson?,Estou contente por ter algum tempo para pensar.,Furioso por o Kai não estar lá.,Celosos do Kai.,A
1970,Jordan parou de chorar logo depois de ser consolado por sua mãe.,Como descreveria o Jordan?,Alguém que ama a mãe.,Pronto para voltar ao parque de diversões .,ser consolado,A
1971,"Jordan disse-lhes o que Addison tinha dito, que ela não queria passar o Natal com eles.",Como descreveria o Jordan?,confiável,Alguém que não guarda segredos.,magoado pela decisão da Addison.,B
1972,Alex agradeceu o esforço de Sasha para fazê-los sentirem-se melhor e agradeceu-lhes.,Porque é que a Alex fez isto?,Que saibam que estão gratos.,Retribui o favor.,Aceita o conselho.,A
1973,A Tracy viu o Kai assim depois de ele ter caído da bicicleta.,Como é que o Kai se sentiria?,feliz com a Tracy.,Transtornado e triste.,Amando a Tracy,B
1974,"Sasha era uma incrível corredora de longa distância, e Sasha ameaçava todos os recordes.",Por que Sasha fez isso?,Ameaçar as pessoas,Ouça os discos,provar a si mesmos,C
1975,O Lee economizou dinheiro durante meses e comprou um iPad.,O que é que o Lee precisa de fazer antes disto?,Mostrar o seu iPad,Retirar as suas economias do banco,Arranja um para a mãe dele.,B
1976,"O Casey veio à escola, mas esqueceu-se da apresentação.",Como descreveria o Jan?,ansioso,nervoso,Um professor duro.,C
1977,Taylor deu a Alex algo embrulhado em papel de embalagem e pediu-lhes para o guardarem enquanto estiverem fora.,O que é que a Taylor precisa de fazer antes disto?,Dá ao Alex um beijo de despedida .,Deixe o item num local seguro,Confia o objeto ao Alex.,C
1978,Skylar garantiu o sucesso de Kendall por não ter preparado bem a sua própria apresentação.,O que é que a Skylar precisa de fazer antes disto?,Quero que a Kendall vença a seguir.,Não levar a apresentação a sério.,- O segundo lugar .,B
1979,"O Remy era uma pessoa simpática, por isso devolveu o cão à família.",O que os Outros vão querer fazer a seguir?,Agradeço o Remy.,Vai para casa.,Odeio o Remy.,A
1980,Sasha vendeu a casa pelo preço solicitado porque se mudaram para uma nova cidade.,O que é que o Sasha precisa de fazer antes disto?,necessários para avaliar o preço,precisava comprar uma casa,Difícil de entender.,A
1981,"Carson levou Ash a ver a cidade dos sonhos dele, Paris.",O que é que o Carson precisa de fazer antes disto?,Salve para a viagem.,comer muitas baguettes,Alugue um carro para levá-los lá.,A
1982,A Sydney estava sozinha em casa pela primeira vez e pensou ter ouvido alguém fora da janela.,Como descreveria a personalidade da Sydney?,Uma pessoa corajosa.,Uma pessoa assustada.,Uma pessoa feliz.,B
1983,A Bailey tirou as calças da Tracy para preparar o banho da criança.,O que vai querer fazer a Bailey a seguir?,Faça correr a água do banho,Acaba de te despir,Despeje a água do banho,A
1984,Austin rapidamente fez RCP e compressões torácicas na Quinn depois de ela ter desmaiado de repente de um ataque cardíaco.,O que quer o Quinn fazer a seguir?,Chame uma ambulância.,procurar atendimento médico imediato,Ser deixado para morrer.,B
1985,O Jesse jogou fora com os amigos e ficou muito competitivo.,Como se sentiriam os amigos?,manipulador,excitado,Um jogador implacável.,B
1986,A Skylar fez um A no teste do Carson e estava muito orgulhosa da nota.,O que é que a Skylar precisa de fazer antes disto?,Faça bem,Certifique-se de que o Carson entrou numa boa escola.,Leia os livros dela.,C
1987,O Kai ficou mesmo em frente do Sasha e perguntou se havia algum problema.,O que é que o Sasha vai querer fazer a seguir?,Dizer ao Kai sobre os problemas deles.,Confrontar o Kai e começar uma discussão .,Confronta o Kai e diz-lhes para se afastarem .,A
1988,Robin viu o médico de Remy porque o dela estava muito ocupado.,Como Robin se sentiria depois?,ptimo.,melhor,mau,B
1989,A Quinn ouviu a voz da Cameron quando acordaram de manhã.,O que é que a Cameron vai querer fazer a seguir?,Fala com o Quinn .,Faça o pequeno-almoço.,Beijo Cameron,A
1990,"A Sasha era uma pessoa simpática, por isso levou a Skylar às compras.",Como é que o Sasha se sentiria depois?,Desagradável.,Agradecido,Despreciativo,B
1991,Jesse sentiu a mão de Skylar esfregando seu cabelo cuidadosamente penteado no escritório.,Como o Skylar se sentiria como resultado?,conteúdo,satisfeito,Sentir-se chateado,A
1992,O Remy colocou o braço ao redor do pescoço deles para mostrar afeição ao amigo deles.,Como é que o Remy se sentiria depois?,Suave e simpático,Como um mau amigo.,Como um tolo e um burro,A
1993,"Taylor disse aos pais do Kai que ele disse algo odioso, mesmo que o incidente nunca tenha acontecido.",O que vai o Kai querer fazer a seguir?,Dizer uma mentira,Defender a sua inocência,Evite o Kai.,B
1994,Tracy comprou uma nova bola de futebol e a trouxe para casa com eles.,Como descreveria Tracy?,Atlético,excitado pelo novo brinquedo,rude,A
1995,O Alex costumava viver com o pai deles até que um dia eles acidentalmente os mataram.,Como se sentiriam os Outros?,muito zangado com o pai dele,Deve ser Presidente.,Devia ser preso.,C
1996,"O Kai decidiu perguntar à Casey como chegar ao parque, já que ela já lá esteve uma vez.",O que vai querer fazer o Casey a seguir?,Ver corridas de cavalos emocionantes,enganar a direcção do Kai.,Vai com o Kai ao festival.,C
1997,"O carro do Jesse ficou sem gasolina, então o Jesse foi até a estação de gasolina próxima.",Porque é que o Jesse fez isto?,- Mais gasolina .,Venda o carro dele.,Trazer gasolina de volta para o carro,C
1998,"Antes do grande exame ser dado aos alunos, a professora, Riley, fazia testes para que os alunos conhecessem o material.",O que é que a Riley precisa de fazer antes disto?,Transfira os alunos para longe.,Cancele o grande teste.,Trabalhar com os alunos,C
1999,A Quinn comprou tudo o que a Jan precisava enquanto estava no hospital.,Porque é que o Quinn fez isto?,Fazer as coisas mais fáceis para Jan.,mostrar ressentimento em relação a Jan,de bom humor,A
2000,Addison ensinava Sydney a ler todas as tardes depois de chegar a casa do trabalho.,Como descreveria a Addison?,analfabeto,desagradável,encorajamento,C
2001,O Bailey foi contratado pelos vizinhos e então o Bailey levou o cão ao parque de passeios.,O que é que a Bailey precisa de fazer antes disto?,Exercício do cão,ter as coleiras certas para o passeio,Arranja brinquedos para cães para atrair os cães.,B
2002,Remy convidou amigos e todos disseram estar ocupados.,Como se sentiria depois de Remy?,sem amigos verdadeiros,sí,feliz,B
2003,"Skylar demora a estudar todos os materiais disponíveis antes do início do exame, Skylar não se",Como descreveria como o Skylar está se sentindo sobre o exame?,Confidente,Confidente,Desconhecido,B
2004,"Robin fez a sua selecção, e logo estava a desfrutar da sanduíche feita sob medida.",O que é que a Robin precisa de fazer antes disto?,Decidiram que queriam sopa.,Vai para a loja de sanduíches.,Vai para a loja de eletrônicos.,B
2005,"O Casey resolveu o caso do Lee, mas agora estavam zangados com o Casey e atacaram o Casey.",Como descreveria o Casey?,Uma pessoa útil,Uma pessoa grosseira.,muito zangado,C
2006,Sydney não se sentia bem e ligaram para o escritório para informar o chefe que não iam entrar.,O que é que a Sydney precisa de fazer antes disto?,Tome algum medicamento,dormir na cama,Encontre o número de telefone,C
2007,O Bailey cortou-a quando tentavam escalar a cerca e entrar no armazém para roubar coisas.,Como descreveria a Bailey?,Desiludido por ela ter ido embora.,Feliz por ela ter saído de lá.,um ladrão,C
2008,A Riley começou outra relação com a pessoa que estavam a ver quando já namoravam outra pessoa.,Porque é que a Riley fez isto?,Não estavam satisfeitos com o parceiro,Reexigir Riley,eram monogâmicos com o parceiro,A
2009,Carson contou a seu irmão sobre a escola para tentar motivá-lo em seu primeiro dia.,Como você descreveria Carson?,uma pessoa imprudente,uma pessoa gananciosa,uma pessoa amorosa,C
2010,A Addison colocou o dente arrancado debaixo da almofada à noite antes de dormir.,Porque é que a Addison fez isto?,Atrair a fada dos dentes.,dormir no dente,ir ao dentista,A
2011,A Jordan comeu saudável e observou a sua dieta.,Porque é que a Jordan fez isto?,Gosta de estar em forma .,Participar de um programa de perda de peso,plano para perder peso,A
2012,A Aubrey chamou o homem para o facto de a loja abrir às 8 da manhã.,Como é que o Aubrey se sentiria depois?,Inteligente e um bom amigo.,Como se pudessem ser informativos.,Como se fossem úteis.,C
2013,"Kendall gostava de mostrar o seu lado generoso e queria ser útil, por isso deu dinheiro aos amigos deles.",Porque é que a Kendall fez isto?,Queria ajudar.,Queria ser um snob.,Queria ser arrogante.,A
2014,A Quinn ganha clientes facilmente porque tinha boas habilidades de fala.,O que vai acontecer ao Quinn?,Quer contratar o Quinn ?,ser bem sucedido,Querem que o Quinn os represente.,B
2015,Jan deixou o trabalho para ir ao cinema e ver alguns blockbusters.,Porque é que o Jan fez isto?,completar as suas tarefas de trabalho para o dia,em admiração,comprar bilhetes de cinema,C
2016,A Taylor tinha tempo para ir para casa quando almoçou.,Como descreveria a Taylor?,Muito pontual.,não organizado,muito preguiçoso.,A
2017,Jan e Addison eram parceiras de dança e estavam a treinar para uma competição que estava para vir.,O que é que a Jan precisa de fazer antes disto?,- Não .,Estica a mão para tocar na Addison .,Continuem a praticar,B
2018,"Depois de ouvir tantas histórias fantásticas do pai, a Quinn queria ver o mundo.",O que quer o Quinn fazer a seguir?,Chame o pai dele.,Chama a mãe dele.,Ligue para a mercearia.,A
2019,O Kai fez um longo caminho para a escola para que pudessem fazer o teste.,Porque é que o Kai fez isto?,Faça o teste,Fique em casa.,evitar o teste,A
2020,Austin tinha conseguido o papel de médico no jogo de vídeo que ele estava jogando.,Como você descreveria Austin?,Não é um gamer habilidoso,Investindo em seu caráter,Não é um jogador de equipe,B
2021,Lee entrou na sua pista e conseguiu muito.,Por que Lee fez isso?,façam o seu trabalho,organizar,manter o trabalho,A
2022,Taylor pagou o amigo depois de pedir emprestado uma grande quantia de dinheiro.,O que os Outros vão querer fazer a seguir?,Nunca mais preciso de pedir dinheiro emprestado.,Confia na Taylor para te devolver o dinheiro.,Não confiem no Taylor .,B
