,context,question,answerA,answerB,answerC,correct
1290,O Kai perdeu uma aposta estranha com o Austin.,O que vai o Kai querer fazer a seguir?,andar nu,Veste as calças.,Ele gostava de bolas.,B
1291,"A Alex tinha uma mensagem para dar à Bailey, por isso, disse à filha da Bailey.",O que vai querer fazer a Bailey a seguir?,Pergunte à filha a mensagem.,Acompanhe a mensagem da Bailey.,Ignoram a mensagem da filha.,A
1292,A Taylor jogava dodgeball na escola e gostava muito de bater nas outras crianças com as bolas.,O que é que a Taylor precisa de fazer antes disto?,Pega numa bola e bate-a .,aparecer na escola,Tirar toda a sua frustração do desporto .,B
1293,Kendall demorou muito tempo sentado porque eles recentemente quebraram o quadril e fizeram uma cirurgia.,Como Kendall se sentiria depois?,feliz,ileso,Dores,C
1294,A Ash cheirou algo doce na cozinha quando chegou do trabalho.,Como é que o Ash se sentiria depois?,- Ela está com raiva porque está a fazer dieta.,- Que fome de doces.,doente porque ela tinha dor de estômago,B
1295,A Addison pareceu uma tola depois de eles tropeçarem e cairem pelas escadas.,O que é que a Addison precisa de fazer antes disto?,Envergonhar-se,viagem,Esfregar-se .,B
1296,O Quinn colocou uma colónia exorbitante para cheirar bem hoje.,O que os Outros vão querer fazer a seguir?,Enfia-lhes o nariz .,Ficar doente.,Usar a mesma marca,C
1297,"Aubrey precisava garantir que a casa estava limpa antes de chegar aos hóspedes, e começou",O que queremos com Aubrey?,Aspectos adequados,varrer os pisos,Alternar o óleo,B
1298,"A Riley conhecia a irmã da Cameron desde a pré-escola, a Riley convidou-a para o baile.",Como é que a Riley se sentiria depois?,entusiasmado com a irmã dele a ir ao baile .,ressentimento,excitado,C
1299,Jan tentou reduzir o tempo que ela tinha de ficar na reabilitação.,O que é que a Jan precisa de fazer antes disto?,Faça um bolo.,Vai dançar.,beber muito,C
1300,A Addison disse que estava doente no dia seguinte e os colegas de trabalho tinham de fazer o trabalho.,O que vai acontecer aos colegas de trabalho?,ir ao médico,ficar zangado com a Addison.,Dormir mais,B
1301,"Cameron pensou que o acidente iria acontecer novamente, mas não aconteceu.",O que é que a Cameron precisa de fazer antes disto?,Evite o acidente.,Preste atenção.,dormir,A
1302,O Casey esteve doente na cama durante uma semana e o jardim dele era horrível.,Porque é que a Skylar fez isto?,Recompense a Skylar por cuidar do jardim deles.,Faça algo simpático com o Casey.,Trabalhar no jardim dele,B
1303,"Era uma noite fria de acampamento com amigos, por isso, o Sasha acendeu uma fogueira.",O que é que o Sasha vai querer fazer a seguir?,- Vai buscar os amigos dela .,Senta-te ao lado do fogo.,aquecer-se ao fogo,C
1304,"Depois de quebrar a perna, a Addison não podia jogar, por isso a Addison sentou-se e observou toda a gente.",Como se sentiria a Addison depois?,- Estou entusiasmado.,- Não.,Solitário,C
1305,"A Bailey esqueceu a carteira em casa, por isso teve de conduzir até casa.",Como é que a Bailey se sentiria depois?,Feliz por ela ter ido dar uma volta .,descuidada porque esqueceu a carteira.,excitado para desperdiçar gás,B
1306,O Austin afastou o tráfego da excursão de bicicleta pela cidade.,O que é que o Austin precisa de fazer antes disto?,de ir trabalhar,Certifique-se que os ciclistas passam a excursão em segurança,Desejo aos motociclistas um bom tempo no seu passeio,B
1307,O Robin explodiu este posto de gelados quando não viu os amigos.,O que vai querer fazer a seguir?,procurar amigos,Deixe a área,Começar um motim,A
1308,"Como Jordan não era uma pessoa criativa, a Jordan formou a opinião de Addison como sua própria e levou todo o crédito.",O que vai acontecer ao Jordan?,Ser descoberto a trair,Ficar muito zangado com o Jordan.,perder crédito,A
1309,"A Skylar ficou sem leite para os cereais, por isso comprou leite na loja.",Como descreveria a Skylar?,arrependido,Fome,Estou contente por ter leite para o pequeno almoço .,B
1310,A Tracy amava tanto o cão do Remy que cuidou dele.,O que é que o Remy vai querer fazer a seguir?,Arranja outro animal de estimação.,passar algum tempo com o cão do Remy.,Mostrar o seu afeto pelo cão do Remy.,A
1311,Robin via algo novo todos os dias e partilhava com todos.,O que acontecerá aos Outros?,ser ignorado,Tornar-me popular,ser informado,C
1312,O Lee começou a procurar propriedades à beira-mar e mudou-se para a Florida.,Porque é que o Lee fez isto?,Pesquisa de câncer de pele por queimaduras solares repetidas nas praias da Flórida,Começar um novo emprego como um perto da praia,aposentar-se na Flórida,C
1313,Riley e Lee sentaram-se no sofá enquanto viavam um filme de terror.,O que é que o Lee vai querer fazer a seguir?,Abraça o braço da Riley.,Fazer pipocas .,Liga a televisão .,B
1314,Riley contou a Carson para lhe dar a faca quando Carson estava ameaçando.,Por que o Riley fez isso?,salvar uma vida,Abraço,matar Carson,A
1315,"Robin deu doces às crianças, mesmo que já tivessem feito.",Como descreveria a Robin?,indulgente,generoso depois.,Despreocupado,A
1316,Quinn foi para a escola há muito tempo e tornou-se médico.,O que é que Quinn precisa fazer antes disso?,provinha de más notas no colégio,quis seguir o objetivo de carreira,obter bons anos de estudo na escola,C
1317,"Jan precisava de um novo computador que fosse portátil, então Jan comprou um laptop.",Como Jan se sentiria depois?,satisfeito,Perturbado,inteligente,A
1318,A Addison pediu um favor à Sasha e a Addison esperou pela resposta dela.,Como descreveria a Addison?,inimigos com Sasha,ansioso,Alguém que não se importava em pedir um favor .,B
1319,Quinn caiu na fila com as outras tropas.,Porque é que o Quinn fez isto?,ser obediente,rebelde,Segue as regras,C
1320,"Taylor impediu que os cães entrassem na raça, uma vez que não conseguiam manter-se",Como senti-lo-ia depois?,a boa raça de cavalo não sofrerá alterações.,permitir que os cães entrem na raça,compra de um cão para entrar na raça,A
1321,"Depois de ver a namorada a beijar outro tipo, o Kai saiu da festa sozinho, furioso.",Como se sentiria a namorada?,culpado por comer demais,Como se ela tivesse de lhe dar uma explicação .,como de costume,B
1322,Remy colocou o cão para óbito após perceber o cão era muito velho e sofria de dor,Como se sentiria depois de Remy?,sentimental,devastado,muito triste,C
1323,Jordan melhorou sua posição marcando dois gols nos primeiros 10 minutos do segundo tempo.,O que Jordan vai querer fazer a seguir?,prática,Se lesionar,Pontuação novamente,C
1324,"Quinn estava cansado e adormeceu numa posição estranha, por isso a Bailey segurou a cabeça dele.",O que vai acontecer ao Quinn?,Acorde com um chorinho,Tenha um bom sono.,ser grato,B
1325,"O Remy transformou a vida da Sasha numa vida de crime, envolvendo-a na fraude financeira que ela estava a cometer.",O que vai acontecer ao Remy?,Ser preso eventualmente.,- Fica em liberdade condicional.,Ir para a prisão.,A
1326,A Aubrey deu cereais à Taylor para o pequeno-almoço e era uma tigela grande que era deliciosa.,Porque é que o Aubrey fez isto?,Coloque os cereais na tigela.,feliz,Despeje leite sobre o cereal,A
1327,A Riley foi às compras com a Cameron e gastou muito dinheiro.,O que é que a Riley vai querer fazer a seguir?,orçamento,Vai às compras outra vez.,Liga ao Cameron e pede-lhe para ir às compras.,A
1328,Ash voou pelo quarto para apanhar o vaso antes que ele batesse no chão.,Como é que o Ash se sentiria depois?,Ele estava com medo de se mover tão rápido.,Desinflado após salvar o vaso de quebrar,orgulhoso de si mesmo que ele poderia se mover rápido o suficiente para salvar o vaso,C
1329,Robin desenvolveu longas filas em seu local de negócios devido à maneira lenta como trabalhava.,Como é que a Robin se sentiria depois?,eficiente e dedicado,Ficaria orgulhoso.,ineficiente,C
1330,O Jesse mudou o carro da garagem antes da tempestade chegar.,Como descreveria o Jesse?,Feliz por ter conseguido movê-lo.,Alguém que pensa em frente,desleixado,B
1331,"Alex remunerou todos os indivíduos de acordo com a riqueza, algumas pessoas protestaram.",Por que o Alex fez isso?,Endereço dos protestos,fazer o que eles acham certo,Evite a prática de infracção a outras pessoas,B
1332,O Remy esqueceu-se de estudar para o teste e decidiu fazer batota.,O que é que o Remy vai querer fazer a seguir?,Diz ao professor que ele não estudou.,Peça desculpa ao professor.,Reprogramar o teste,B
1333,Kai chamou a atenção da rapariga popular antes de todas as outras que gostaram dela também.,Como se sentirão os outros?,ciumento,orgulhoso,feliz,A
1334,A Robin ensinou o Ed a usar uma broca e deixou-o sozinho.,O que vai querer fazer a seguir?,Chame uma equipa de emergência.,tirar o dia de folga do trabalho,perfurar os parafusos,B
1335,"Addison esperou que Sasha respondesse, mas ela não respondeu depois de lhe ter ligado várias vezes.",O que é que o Sasha vai querer fazer a seguir?,Abre a porta e entra.,"- Não , não .",Chama a irmã dela para pedir ajuda.,B
1336,Lee treinou o dia todo e estava exausto quando o sol se pôs.,O que é que o Lee vai querer fazer a seguir?,Vai para a cama.,- Não.,impressionar a família deles.,A
1337,O Jesse foi para a cama do Kai e cobriu-o com os cobertores.,Porque é que o Jesse fez isto?,O Kai magoou-se .,uch Kai,Ignora o Kai.,B
1338,"A Tracy deixou o Quinn triste, puxando-lhe o cabelo e chamando nomes a Quinn.",O que é que a Tracy vai querer fazer a seguir?,Pegar no pé do Quinn,Desaparece,Desculpa-te rapidamente com o Quinn .,C
1339,Addison levou Alex para a revenda de automóveis para procurar uma marca de carro novo.,Como senti-lo-ia depois?,feliz pelo apoio,triste,como conduzir,C
1340,"O Remy era um desenvolvedor web cujo trabalho era bastante inadequado, por isso despediram-no.",O que vão querer fazer a seguir?,Fechar o negócio,Contratar outros candidatos,Não está bem.,B
1341,Sasha estudou muito para o teste que estava a tomar.,O que é necessário para que Sasha possa fazer antes disso?,necessário para a realização do teste,necessidade de leitura dos livros,Necessitou de esquecimento sobre a mesma,B
1342,Kendall puxou a mão de Cameron para a frente enquanto eles tentavam aproximar-se deles.,Como se sentiria a Kendall depois?,A mão do Cameron na deles.,ansioso por estar perto da Cameron,Amor por Cameron .,B
1343,"Pediram à Cameron para mostrar mais pele, por isso a Cameron mostrou uma perna.",O que é que a Cameron precisa de fazer antes disto?,Tira-lhe a roupa interior .,Entra na piscina.,Ajusta as calças dele.,C
1344,O Kai sentou-se ao lado da Riley na biblioteca para lhe contar um segredo.,Como é que o Kai se sentiria depois?,A olhar para a amiga dela.,Como um mau amigo que mente.,fofoca,C
1345,A Riley poupou todo o dinheiro que ganhavam servindo no restaurante local.,O que é que a Riley precisa de fazer antes disto?,Desistir de um emprego,arranja um emprego.,ter mais dinheiro,B
1346,O Sasha e o Jesse estavam a sair do frio e o Jesse tirou o casaco do Sasha.,Como descreveria o Jesse?,Um bom amigo.,frio,um jiggalo,A
1347,"A Quinn sabia que a polícia a tinha apanhado, por isso disse tudo o que sabia sobre o gangue.",Porque é que o Quinn fez isto?,Prendam-nos.,magoar o gangue de propósito,libertar-se,C
1348,Quinn tinha sentimentos fortes por Sasha.,Porque é que o Quinn fez isto?,Encontre-a.,Ele só não queria que ela se mexasse.,Ele tinha uma paixão .,C
1349,O Quinn queria ir ver um sítio turístico na cidade deles.,Como se sentiria o Quinn depois?,É triste que ela vá ver o sítio.,- Que parvo.,simples,C
1350,A Tracy manteve-se amiga deles mesmo depois de a terem esfaqueado pelas costas.,Porque é que a Tracy fez isto?,menos solitário,mantêm a guarda alta em torno desses amigos,Perdoem os amigos deles.,C
1351,"Tracy correu para terminar seu projeto na noite passada, depois de meses de procrastinação.",Como você descreveria Tracy?,produtivo,Motivado,razoável,B
1352,Alex temia que ele perdesse porque seu concorrente era mais forte.,Como você descreveria Alex?,competitivo,na borda,hesitante,B
1353,"Robin era um guia turístico, e gerenciava o seu tempo bem o suficiente para sempre dar aos grupos um tour completo e divertido.",O que vai acontecer aos turistas?,Queres deixar uma gorjeta para a Robin ?,Receber boas gorjetas,Quem me dera que tivessem ido sem guia.,A
1354,Quinn dedicou o seu tempo ao serviço na igreja dando alguma comida.,Como se sentiria o Quinn depois?,Amado,passivo,preguiçoso,A
1355,Kendall escreveu notas usando marcadores e elas foram as maiores notas de todos os tempos.,Como descreveria a Kendall?,sentir-se preguiçoso,- Que parvo.,Sentir-se inteligente,B
1356,Bailey era um bom nadador e queria experimentar.,O que é que a Bailey precisa de fazer antes disto?,Ganhar a competição de natação,Precisava de escolher um fato de banho.,precisava de saber nadar.,C
1357,Bailey segurou a cabeça de Quinn enquanto eles estavam chorando e muito tristes.,Porque é que a Bailey fez isto?,Apoio Bailey,magoado Quinn,Fale com Quinn,C
1358,"A Skylar estava lá fora e estava a ficar mais frio, por isso vestiu o top debaixo do casaco.",O que é que a Skylar precisa de fazer antes disto?,Vai em frente de todos,Coloque luvas e um lenço,Traz uma camisa extra .,C
1359,Jesse encontrou outra forma de chegar à loja após o fechamento da estrada.,Por que Jesse fez isso?,necessário para viajar numa determinada estrada,leite para o bebé,compra de alguma cocaína,B
1360,Jordan estava com fome e parou num restaurante de fast food.,O que é que a Jordan precisa de fazer antes disto?,Atiram o lixo deles .,precisava de conduzir,comem as batatas fritas deles.,B
1361,"Lee era uma pessoa curiosa que queria aprender, por isso sempre fazia perguntas.",O que os Outros vão querer fazer a seguir?,Odeio Lee.,Seja curioso.,Faça perguntas,C
1362,"A Taylor tornou a Tracy resistente à mudança, dando-lhe tudo o que ela queria para a vida.",O que é que a Taylor vai querer fazer a seguir?,Amado,Maldito seja.,- Não .,B
1363,"A Alex queria ir de férias à praia, então ela reservou um bilhete no dia seguinte.",O que é que a Addison vai querer fazer a seguir?,Vai à praia.,Conheça o namorado dela.,comprar um bilhete,A
1364,"Apesar de pensarem que iriam comer pouco, Jordan finalmente ganhou apetite.",O que é que a Jordan precisa de fazer antes disto?,Pede uma salada .,Pede bife e batatas,ser ativo,C
1365,Kendall mandava na equipa e era mau para com todos.,Como Kendall se sentiria?,Eles eram humildes.,egocêntrico,Eles estavam com ciúmes .,B
1366,"O Remy fez uma massa muito espessa, enrolou-a e colocou-a no forno.",Como é que o Remy se sentiria depois?,Cansado de rolar a massa,Ela precisa de mais lições de culinária.,mau por causa dos nódulos na massa,A
1367,"Cameron, cansado, gostava de passar a noite em casa, dormindo.",Como se sentiria a Cameron depois?,insatisfeito,exausto,Refrescado,C
1368,"Depois de sobreviver à depressão, a Riley poupou todo o dinheiro.",Como descreveria a Riley?,Uma pessoa que lutou,Uma pessoa que teve uma vida fácil,Como se o dinheiro fosse precioso.,A
1369,Bailey queria ir para casa da faculdade e ver a família dela.,O que é necessário para Bailey antes disso?,chegando a casa,gás para cima do carro,amado,B
1370,"A Taylor não conseguiu encontrar um lugar para se sentar, por isso decidiu sentar-se em frente da Riley.",Porque é que a Taylor fez isto?,Senta-te para comer.,Encontrar um lugar para sentar perto do Riley,Estudar para uma soneca,A
1371,Ash impediu que a bola caísse na rua em frente à casa deles.,Porque é que o Ash fez isto?,Corra atrás da bola.,Apanhar a bola antes que ela entre na rua,Não causa e acidente,B
1372,Lee sentiu saudades de casa porque já estavam longe de casa há muito tempo.,O que é que o Lee vai querer fazer a seguir?,precisava de ficar noutro lugar.,viagem de volta,precisaram deixar a casa deles,B
1373,Jesse gerenciou bem o dinheiro da Addison e fez dela uma mulher rica.,Como descreveria o Jesse?,Mal com números.,desperdiçador de dinheiro.,Um bom contabilista.,C
1374,"A Robin era a irmã mais bonita, por isso não se parecia nada com a Taylor.",O que vai querer fazer a seguir?,Lamento pela irmã dela .,Agradeça-lhe a sua aparência .,Tenta roubar o foco da Robin.,B
1375,Aubrey trabalhou o caminho de Addison na escada corporativa e foi o que lhe foi,O que acontecerá com Aubrey?,ser desencadeado,gozo de seu trabalho,ser bem sucedido,C
1376,Kai saiu para comer sanduíches com o colega durante o almoço para falar sobre o projeto deles.,O que o colega vai querer fazer a seguir?,assumir um novo projeto,Desfrute do almoço dele.,Conheça o colega de trabalho,B
1377,O Carson estava a tentar resolver um quebra-cabeça num jornal.,Como é que o Carson se sentiria depois?,dedicado a resolver quebra-cabeças,ciumento,justificado,A
1378,"Esperando uma opinião honesta, Carson deixou Robin ver o trabalho deles para o projeto final.",O que é que o Carson precisa de fazer antes disto?,apresentar o projeto ao professor,preparar-se para críticas construtivas,Concluir o trabalho,C
1379,Ash melhorou a aparência da Casey quando lhe cortou o cabelo.,O que é que o Ash vai fazer a seguir?,- Não .,Manicure as unhas do Casey.,Só pinta as unhas dos pés da Casey.,A
1380,O Carson atirava cerveja na cara da Kendall.,O que vai acontecer com a Kendall?,ser preso.,ser animado,Carson bateu-lhe .,C
1381,Kendall observou que Cameron estava prestes a queimar a mão deles no fogão quente.,O que é que a Cameron vai querer fazer a seguir?,Use mais cuidado ao cozinhar,afaste a mão do perigo,ateou fogo à cozinha.,A
1382,Sasha venceu seu irmão facilmente no xadrez por saber cada movimento que ele fará.,Como é que o Sasha se sentiria depois?,preguiçoso,Onisciente,orgulhoso,C
1383,A Jordan comprou um carro novo depois de poupar nos últimos dois anos.,Porque é que a Jordan fez isto?,Faz um seguro para o carro dele.,Não queria pagamentos.,Conduz o carro dele por aí.,B
1384,Quinn e Riley estavam zangados com alguém e a Riley agrediu a pessoa.,Como descreveria o Quinn?,desanimado,forte,atencioso,A
1385,"Kendall virou a vida de Aubrey, oferecendo-lhe um emprego em sua nova loja.",Como você descreveria Kendall?,uma pessoa carinhosa,Um funcionário único,Um mau patrão,A
1386,Alex queria melhorar suas habilidades de cozinhar.,O que é que a Alex precisa de fazer antes disto?,necessários para congelar a massa,cozinhar para a família,Precisava de ligar o forno.,B
1387,A Taylor estava a dar um pontapé no irmão e acidentalmente deu um pontapé na mãe.,Como é que a Taylor se sentiria depois?,Triste por magoar a mãe dela.,Desiludida com a mãe dela.,Estou feliz pela mãe dela.,A
1388,"Robin perguntou ao médico de Taylor, um especialista de renome, sobre os sintomas, e o médico",Como se sentiria Robin depois?,irritação,feliz,ansiedade,B
1389,"A Kai tinha de ir à cidade para uma reunião, por isso ela pegou o comboio.",O que vai o Kai querer fazer a seguir?,- Entra no trilho .,Esquece de ir.,planejar um local de reunião,A
1390,"O Lee queria falar com as pessoas, mas não tinha coragem de abordar ninguém.",Como descreveria o Lee?,incompetente,sentir-se triste,cobarde,C
1391,Jan acenou a bandeira em apoio às tropas no desfile em sua cidade.,Como se sentiriam os Outros?,Infeliz e ofendido.,Irritado e ignorado.,festivo e de celebração,C
1392,"Kai contou que Carson deve ficar quieto durante a realização do ensaio, pois era gentil fazê",O que acontecerá com o Kai?,ser ignorado,ser respeitado,ser quieto,C
1393,Bailey tornou-se um apoiador de um candidato a presidente e ofereceu-se para ajudar.,Como se sentiriam os Outros?,ansiosos para fazer contribuições que afetariam o resultado,orgulhoso do Bailey.,irritado com isso,B
1394,O Lee pediu à Bailey para visitar porque ele estava sozinho.,O que vai querer fazer a Bailey a seguir?,Jantar juntos.,Veste-te .,tomar um duche,A
1395,Bailey foi à loja novamente depois que eles esqueceram o leite.,O que Bailey vai querer fazer a seguir?,Vender um pouco de leite,Lembre-se Bailey para obter leite,ir para casa,C
1396,Austin ficou no palco e dançou por algumas horas na frente de uma multidão.,Como é que o Austin se sentiria depois?,preguiçoso,Uma dançarina profissional.,qualificado,C
1397,Homeland 5 temporada final resumo: Auf Wiedersehen. A história a seguir contém grandes spoilers sobre o final da 5a temporada de Homeland. Pare de ler se o episódio ainda está no seu DVR.,Como se sentiria o Quinn depois?,A verdadeira mãe da Beth.,"Não digas ""não sei"" de repente e não inventes coisas, faz perguntas.","Fabray. ... Na terceira temporada, Quinn pretende obter a custódia total de sua filha, Beth, e suas tentativas de provar que Shelby Corcoran (Idina Menzel) é a mãe adotiva de Beth uma mãe incapaz falham; eventualmente,",B
1398,Quinn comprou um novo jogo e jogou-o enquanto o amigo deles ia ao banho.,O que é que a Sydney vai querer fazer a seguir?,andar de bicicleta,Vai à loja de jogos.,Veste-te .,C
1399,Carson compartilhava a comida de forma igual entre todas as crianças.,Por que o Carson fez isso?,amado,fez isso para evitar problemas,orgulha,B
1400,Tracy amava o cão do Remy e deixava-o visitar a casa de vez em quando.,Porque é que a Tracy fez isto?,ter a companhia do cão,Ignorar a companhia do cão,Adorei o cão.,A
1401,A Robin ensinou-me a usar um computador depois de muitos tutoriais.,Como se sentiria Robin?,Agradecido por ter acabado.,Pronto para outro cliente .,Pronto para receber o pagamento .,A
1402,Jesse deixou Jan sozinho porque estava muito zangado.,Como se sentiria Jan?,não desejado,Amado,Estou com mau humor .,C
1403,Lee elencava o auxílio de um estilista pessoal para melhorar sua aparência para o trabalho.,Como descreveria Lee?,alguém que não se importa com o estilo,pretty,melhorar o seu estilo,C
1404,O Ash estava a mostrar ao Aubrey como fazer um alongamento.,Como é que o Ash se sentiria depois?,inteligente e informativo quando se trata de relaxar,Como um instrutor.,Um amigo que não se importa de ensinar técnicas de treino,B
1405,Quando ligou para o filho depois que ela não conseguiu encontrá-lo por duas horas.,O que Quinn vai querer fazer a seguir?,Queria saber se ele estava bem,Leve as coisas para a próxima semana,Ele queria garantir que ele não fosse ferido.,C
1406,Cameron impediu que o povo votasse para garantir que o seu candidato ganhasse.,Como se sentiriam os Outros?,como injusto,como egoísta,Como se fossem oprimidos.,C
1407,"À procura de uma reação dela, Ash balançou as pernas do Aubrey.",O que vai acontecer ao Aubrey?,Não é nada.,ser gritado,um choque físico,C
1408,"A Jordan era a melhor para o papel na peça da escola, mas não conseguiu o papel.",Como se sentiria Jordan depois disso?,um extra,indignado com o resultado,uma substituição,B
1409,"Quinn deu-lhe o nome deles para lembrar qual é a senha, mas era uma senha fraca.",O que quer o Quinn fazer a seguir?,Certifica-te que ninguém os vê entrar.,mostrar a senha quando tiverem a oportunidade,Ajudar a pessoa a obter a senha correta,A
1410,Kai vê manchas na pele e faz-lhes um exame.,Como é que o Kai se sentiria depois?,insalubre,tem medo,conteúdo,B
1411,"Austin fez uma performance que Tracy gostou, Austin trouxe lágrimas aos olhos de Tracy.",Como o Tracy sentiria como resultado?,triste,lúdico,depressão,B
1412,"Addison esperou pela resposta de Sasha, mas Sasha esqueceu que a Addition estava à espera deles.",O que é que a Addison vai querer fazer a seguir?,Lembras-te da Addison ?,Peça ao Sasha para responder em breve .,Não incomode a Sasha enquanto eles pensam,B
1413,"Remy recebeu uma ordem, então ele levou os suprimentos para o país do inimigo.",Como você descreveria Remy?,aliviado,como desobediente,Como obediente,C
1414,Ash precisava vender a casa pelo dinheiro. Ash baixou o preço da casa.,Por que Ash fez isso?,vendê-lo rapidamente,Seja pago,Ter a casa vendida,A
1415,"Bailey estava tentando manter uma surpresa, mas Alex disse à filha de Bailey.",O que Alex vai querer fazer a seguir?,Diga à filha de Bailey para não contar,Queria mostrar o conhecimento,Diz à Bailey que não é grande coisa.,A
1416,"O Bailey não podia ouvir, por isso usou as mãos para comunicar.",O que é que a Bailey precisa de fazer antes disto?,falar com os outros,Sorria .,ser falado por outros,C
1417,"Quando a Bailey foi à manifestação da campanha pelos direitos dos animais, sentiu-se inspirada e teve fé na campanha.",Porque é que a Bailey acreditou nesta campanha?,tomar medidas para proteger os animais da sua comunidade,Aprender sobre a eficácia da campanha,preocupam-se profundamente com os direitos dos animais,A
1418,A Riley via a Kendall com frequência naquele mês e divertiu-se a conversar.,Como Kendall se sentiria?,preguiçoso,em admiração,Aborrecido.,B
1419,Remy notou um figo difícil de ver em uma árvore que era principalmente estéril.,Como você descreveria Remy?,Muito observador,distante e boba,espaçado para fora,A
1420,O Lee deixou o carro da Taylor no meio da rua para ir a pé para casa.,Porque é que o Lee fez isto?,- É bom.,preguiçoso,dormir,B
1421,A Robin queria fazer bolos para a venda de bolos.,Porque é que a Robin fez isto?,Partilha-a.,vender bolos na venda de bolos,Vende-a .,B
1422,"Quinn chegou perto de se casar com a garota de seus sonhos, mas acabou sabotando-o.",Porque é que o Quinn fez isto?,Conserte-o.,Continue vivendo o estilo de vida dos solteiros,desculpar-se,B
1423,A Robin era amiga dele há anos quando descobriu que o melhor amigo dele se ia mudar.,O que vai querer fazer a seguir?,Vai com ele.,Fugir.,obter informações sobre o amigo deles,C
1424,Ash controla o temperamento para não dizer algo que se arrependeria.,Porque é que o Ash fez isto?,Não digas nada .,Despeje um pouco de vapor .,manter a paz,C
1425,Riley salvou todas as fotos de seu casamento.,Por que o Riley fez isso?,Coloque uma câmera em cada mesa na união,sobreveio toda a foto na câmera,quis reviver um dia maravilhoso,C
1426,"A Quinn nunca tinha conhecido o irmão da Robin até ontem, quando se conheceram.",Como descreveria o Quinn?,Como alguém que conhece o Robin,Nervosos sobre se eles vão se dar bem.,Estou contente por finalmente terem-se encontrado.,C
1427,"O Austin roubou dinheiro da Kendall, que o viu no parque mais tarde.",O que é que o Austin vai querer fazer a seguir?,Chame a polícia sobre o dinheiro dela.,Fugir.,Verifique a carteira dela para ver se falta dinheiro.,B
1428,A Tracy olhou para Kai quando ele continuou a olhar para ela com um sorriso.,O que vai acontecer à Tracy?,ser abandonado pelo Kai,Continua a sorrir.,ser convidada a casar com Kai,B
1429,A Aubrey foi rapidamente para casa depois de perceber que tinham esquecido a carteira lá.,Porque é que o Aubrey fez isto?,- Tenho a identificação deles.,Percebi que ela esqueceu a carteira.,Despeja a identificação deles.,B
1430,"O Carson estava a tentar descobrir onde ele tinha posto o telemóvel, juntou as pistas e encontrou onde o deixou.",Como é que o Carson se sentiria depois?,Tem boas habilidades de dedução,metodológico,É bom para localizar o telemóvel dele.,C
1431,Carson trabalhou para ligar o carro ligando os fios.,Porque fez o Carson isto?,ligado ao motor,Começa o chuveiro .,entrar no carro,A
1432,"Ash faltou ao trabalho por estar doente, mas depois se recuperou no final da semana.",Como é que o Ash se sentiria depois?,mais saudável,mau,doente,A
1433,"Kendall encontrou sua filha, e ela estava segura e saudável.",O que Kendall precisa fazer antes disso?,assistir tv,dormir um pouco,Pergunte ao redor,C
1434,O Carson atirou água na cara da Kendall para acordá-los e preparar-se.,O que é que a Kendall vai querer fazer a seguir?,Atirar balões de água,gritar com Carson .,Destruir Carson,B
1435,A Robin mediu a beira directamente para ter a certeza de que tudo estava em boa ordem.,O que é que a Robin precisa de fazer antes disto?,Lembre-se das medidas,Tira a fita métrica .,Deixe a fita de medição em outro lugar,B
1436,"Lee foi levado para o pasto com a última vaca, a última tarefa de um longo e duro dia.",Como se sentiria Lee?,um pouco apático,exausto do trabalho,Feliz por ter acabado .,B
1437,Ash saltou na frente da bola e impediu que ela se movesse para o gol.,O que Ash precisa fazer antes disso?,Colocado em uniforme,ir para a cama,tirar uma soneca,A
1438,Carson escondeu a identidade da Taylor quando foram para o aeroporto.,O que é que o Carson precisa de fazer antes disto?,grita o nome dela .,Faça um passaporte falso,Passar pela segurança do aeroporto.,B
1439,Ash disse ao Casey que eles queriam sair com eles em um encontro.,O que Casey vai querer fazer a seguir?,jogar um jogo de vídeo,Rejeitar Ash,ir para a cama,B
1440,A Kendall viu o Austin mais tarde para ter a certeza que ele estava bem.,O que é que a Kendall precisa de fazer antes disto?,Dê a Austin uma festa surpresa .,testemunho Austin tendo um acidente,A animar o Austin do mau humor dele .,B
1441,Os amigos de Kai tentaram conseguir que ela não aceitasse a nova criança na escola.,O que queremos?,ouvir os amigos,shun Kai,shun Joe,B
1442,O Casey queria deixar o emprego e o Ash levou a decisão do Casey a sério.,O que é que o Ash precisa de fazer antes disto?,Arranjar um novo emprego para o Casey.,Ajudar o Casey a encontrar outro emprego.,Respeito a opinião do Casey.,C
1443,"Todos pensavam que a corrida iria decorrer sem acidentes, mas Cameron pensava que o acidente iria acontecer, e aconteceu.",Como se sentiriam os Outros?,Revindicado,inteligente,feridos,C
1444,A Casey adora sentir a areia nos pés na praia.,O que é que o Casey precisa de fazer antes disto?,Tira-lhe os sapatos.,Vai à praia.,Vai ao shopping,B
1445,Casey fez o jantar em vez de sair e comer em um restaurante.,Como você descreveria Casey?,ptimo.,Cansado,frugal,C
1446,Cameron decidiu visitar Aubrey na prisão pela primeira vez.,Como Cameron se sentiria depois?,feliz,triste,Gratidão,B
1447,"Skylar foi ao frigorífico, eles tinham comprado leite no outro dia, mas perceberam que não se tinham preocupado em comprar mais nada, então o frigorífico estava vazio.",Como descreveria a Skylar?,desorganizado,- Que estúpido.,confiável,A
